variant,event_id,op_id,core,pipe,start,end,prefix_id
prefix044-k5,c4-op1287,1287,5,PIPE_V,35577,35591,
prefix044-k5,c4-op1288,1288,5,PIPE_M,35591,35629,
prefix044-k5,c4-op1289,1289,5,PIPE_V,35629,35651,
prefix044-k5,c4-op1290,1290,5,PIPE_V,35651,35673,
prefix044-k5,c4-op1291,1291,5,PIPE_M,35673,35823,
prefix044-k5,c4-op1292,1292,5,PIPE_V,35823,35845,
prefix044-k5,c4-op1293,1293,5,PIPE_M,35845,35995,
prefix044-k5,c4-op1294,1294,5,PIPE_V,35995,36017,
prefix044-k5,c4-op1295,1295,5,PIPE_V,36017,36039,
prefix044-k5,c4-op1296,1296,5,PIPE_M,36039,36189,
prefix044-k5,c4-op1000002001,1000002001,5,PIPE_MTE2,36126,36135,
prefix044-k5,c4-op1000001998,1000001998,5,PIPE_MTE2,36135,36144,
prefix044-k5,c4-op1000001977,1000001977,5,PIPE_MTE2,36144,36149,
prefix044-k5,c4-op1000001971,1000001971,5,PIPE_MTE2,36149,36184,
prefix044-k5,c4-op1297,1297,5,PIPE_V,36189,36211,
prefix044-k5,c4-op1298,1298,5,PIPE_M,36211,36361,
prefix044-k5,c4-op1299,1299,5,PIPE_V,36361,36383,
prefix044-k5,c4-op1300,1300,5,PIPE_V,36383,36405,
prefix044-k5,c4-op1398,1398,5,PIPE_V,36405,36415,
prefix044-k5,c4-op1000001966,1000001966,5,PIPE_MTE3,36405,36440,
prefix044-k5,c4-op1399,1399,5,PIPE_V,36415,36425,
prefix044-k5,c4-op1400,1400,5,PIPE_M,36425,36463,
prefix044-k5,c4-op1401,1401,5,PIPE_V,36463,36477,
prefix044-k5,c4-op1402,1402,5,PIPE_V,36477,36491,
prefix044-k5,c4-op1403,1403,5,PIPE_M,36491,36641,
prefix044-k5,c4-op1404,1404,5,PIPE_V,36641,36655,
prefix044-k5,c4-op1405,1405,5,PIPE_M,36655,36805,
prefix044-k5,c4-op1406,1406,5,PIPE_V,36805,36819,
prefix044-k5,c4-op1407,1407,5,PIPE_V,36819,36833,
prefix044-k5,c4-op1408,1408,5,PIPE_M,36833,36983,
prefix044-k5,c4-op1409,1409,5,PIPE_V,36983,36997,
prefix044-k5,c4-op1410,1410,5,PIPE_M,36997,37147,
prefix044-k5,c4-op1411,1411,5,PIPE_V,37147,37161,
prefix044-k5,c4-op1412,1412,5,PIPE_V,37161,37175,
prefix044-k5,c4-op1413,1413,5,PIPE_M,37175,37213,
prefix044-k5,c4-op1414,1414,5,PIPE_V,37213,37235,
prefix044-k5,c4-op1415,1415,5,PIPE_V,37235,37257,
prefix044-k5,c4-op1416,1416,5,PIPE_M,37257,37407,
prefix044-k5,c4-op1417,1417,5,PIPE_V,37407,37429,
prefix044-k5,c4-op1418,1418,5,PIPE_M,37429,37579,
prefix044-k5,c4-op1419,1419,5,PIPE_V,37579,37601,
prefix044-k5,c4-op1420,1420,5,PIPE_V,37601,37623,
prefix044-k5,c4-op1421,1421,5,PIPE_M,37623,37773,
prefix044-k5,c4-op1422,1422,5,PIPE_V,37773,37795,
prefix044-k5,c4-op1423,1423,5,PIPE_M,37795,37945,
prefix044-k5,c4-op1424,1424,5,PIPE_V,37945,37967,
prefix044-k5,c4-op1425,1425,5,PIPE_V,37967,37989,
prefix044-k5,c4-op1000002003,1000002003,5,PIPE_MTE3,37989,38024,
