stage,tensor,sender,receiver,prefix_last_op,prefix_end,sender_first_whole_op3,sender_first_whole_op3_start,sender_V_gap_before_whole_op3,sender_op3_start_minus_copy_out_end,copy_out_id,copy_out_start,copy_out_end,copy_out_duration,copy_in_id,copy_in_release,copy_in_start,copy_in_end,copy_in_duration,wait_after_release,previous_MTE2_op,previous_MTE2_end,wait_beyond_release_and_MTE2_predecessor,second_whole_op2,second_whole_op2_end,copy_start_minus_op2_end,same_core_ops_ending_at_copy_start,whole_last_op,whole_end,suffix_first_op,suffix_start,suffix_last_op,suffix_end,copy_finish_after_whole_end,suffix_gap,unexplained_suffix_delay,receiver_first_start,root_input_copy_end,root_tail_after_leaf_copy
230,1000013623,1,3,13612,1475094,13625,1476189,47,0,1000029103,1475094,1476189,1095,1000029104,1476689,1477192,1478289,1097,503,1000029083,1474048,503,13596,1477192,0,13596,13598,1478240,13613,1478289,13614,1479337,49,49,0,1474048,1479839,91
231,1000013678,0,2,13667,1481480,13676,1482575,47,0,1000029145,1481480,1482575,1095,1000029146,1483075,1483578,1484675,1097,503,1000029128,1480434,503,13647,1483578,0,13647,13649,1484626,13668,1484675,13669,1485723,49,49,0,1480434,1486225,92
231,1000013682,1,3,13671,1481481,13684,1482576,47,0,1000029151,1481481,1482576,1095,1000029152,1483076,1483579,1484676,1097,503,1000029131,1480435,503,13655,1483579,0,13655,13657,1484627,13672,1484676,13673,1485724,49,49,0,1480435,1486226,91
232,1000013737,0,2,13726,1487867,13735,1488962,47,0,1000029193,1487867,1488962,1095,1000029194,1489462,1489965,1491062,1097,503,1000029176,1486821,503,13706,1489965,0,13706,13708,1491013,13727,1491062,13728,1492110,49,49,0,1486821,1492612,92
232,1000013741,1,3,13730,1487868,13743,1488963,47,0,1000029199,1487868,1488963,1095,1000029200,1489463,1489966,1491063,1097,503,1000029179,1486822,503,13714,1489966,0,13714,13716,1491014,13731,1491063,13732,1492111,49,49,0,1486822,1492613,91
233,1000013796,0,2,13785,1494254,13794,1495349,47,0,1000029241,1494254,1495349,1095,1000029242,1495849,1496352,1497449,1097,503,1000029224,1493208,503,13765,1496352,0,13765,13767,1497400,13786,1497449,13787,1498497,49,49,0,1493208,1498999,92
233,1000013800,1,3,13789,1494255,13802,1495350,47,0,1000029247,1494255,1495350,1095,1000029248,1495850,1496353,1497450,1097,503,1000029227,1493209,503,13773,1496353,0,13773,13775,1497401,13790,1497450,13791,1498498,49,49,0,1493209,1499000,91
234,1000013855,0,2,13844,1500641,13853,1501736,47,0,1000029289,1500641,1501736,1095,1000029290,1502236,1502739,1503836,1097,503,1000029272,1499595,503,13824,1502739,0,13824,13826,1503787,13845,1503836,13846,1504884,49,49,0,1499595,1505386,92
234,1000013859,1,3,13848,1500642,13861,1501737,47,0,1000029295,1500642,1501737,1095,1000029296,1502237,1502740,1503837,1097,503,1000029275,1499596,503,13832,1502740,0,13832,13834,1503788,13849,1503837,13850,1504885,49,49,0,1499596,1505387,91
235,1000013914,0,2,13903,1507028,13912,1508123,47,0,1000029337,1507028,1508123,1095,1000029338,1508623,1509126,1510223,1097,503,1000029320,1505982,503,13883,1509126,0,13883,13885,1510174,13904,1510223,13905,1511271,49,49,0,1505982,1511773,92
235,1000013918,1,3,13907,1507029,13920,1508124,47,0,1000029343,1507029,1508124,1095,1000029344,1508624,1509127,1510224,1097,503,1000029323,1505983,503,13891,1509127,0,13891,13893,1510175,13908,1510224,13909,1511272,49,49,0,1505983,1511774,91
236,1000013973,0,2,13962,1513415,13971,1514510,47,0,1000029385,1513415,1514510,1095,1000029386,1515010,1515513,1516610,1097,503,1000029368,1512369,503,13942,1515513,0,13942,13944,1516561,13963,1516610,13964,1517658,49,49,0,1512369,1518160,92
236,1000013977,1,3,13966,1513416,13979,1514511,47,0,1000029391,1513416,1514511,1095,1000029392,1515011,1515514,1516611,1097,503,1000029371,1512370,503,13950,1515514,0,13950,13952,1516562,13967,1516611,13968,1517659,49,49,0,1512370,1518161,91
237,1000014032,0,2,14021,1519802,14030,1520897,47,0,1000029433,1519802,1520897,1095,1000029434,1521397,1521900,1522997,1097,503,1000029416,1518756,503,14001,1521900,0,14001,14003,1522948,14022,1522997,14023,1524045,49,49,0,1518756,1524547,92
237,1000014036,1,3,14025,1519803,14038,1520898,47,0,1000029439,1519803,1520898,1095,1000029440,1521398,1521901,1522998,1097,503,1000029419,1518757,503,14009,1521901,0,14009,14011,1522949,14026,1522998,14027,1524046,49,49,0,1518757,1524548,91
238,1000014091,0,2,14080,1526189,14089,1527284,47,0,1000029481,1526189,1527284,1095,1000029482,1527784,1528287,1529384,1097,503,1000029464,1525143,503,14060,1528287,0,14060,14062,1529335,14081,1529384,14082,1530432,49,49,0,1525143,1530934,92
238,1000014095,1,3,14084,1526190,14097,1527285,47,0,1000029487,1526190,1527285,1095,1000029488,1527785,1528288,1529385,1097,503,1000029467,1525144,503,14068,1528288,0,14068,14070,1529336,14085,1529385,14086,1530433,49,49,0,1525144,1530935,91
239,1000014150,0,2,14139,1532576,14148,1533671,47,0,1000029529,1532576,1533671,1095,1000029530,1534171,1534674,1535771,1097,503,1000029512,1531530,503,14119,1534674,0,14119,14121,1535722,14140,1535771,14141,1536819,49,49,0,1531530,1537321,92
239,1000014154,1,3,14143,1532577,14156,1533672,47,0,1000029535,1532577,1533672,1095,1000029536,1534172,1534675,1535772,1097,503,1000029515,1531531,503,14127,1534675,0,14127,14129,1535723,14144,1535772,14145,1536820,49,49,0,1531531,1537322,91
240,1000014209,0,2,14198,1538963,14207,1540058,47,0,1000029577,1538963,1540058,1095,1000029578,1540558,1541061,1542158,1097,503,1000029560,1537917,503,14178,1541061,0,14178,14180,1542109,14199,1542158,14200,1543206,49,49,0,1537917,1543708,92
240,1000014213,1,3,14202,1538964,14215,1540059,47,0,1000029583,1538964,1540059,1095,1000029584,1540559,1541062,1542159,1097,503,1000029563,1537918,503,14186,1541062,0,14186,14188,1542110,14203,1542159,14204,1543207,49,49,0,1537918,1543709,91
241,1000014268,0,2,14257,1545350,14266,1546445,47,0,1000029625,1545350,1546445,1095,1000029626,1546945,1547448,1548545,1097,503,1000029608,1544304,503,14237,1547448,0,14237,14239,1548496,14258,1548545,14259,1549593,49,49,0,1544304,1550095,92
241,1000014272,1,3,14261,1545351,14274,1546446,47,0,1000029631,1545351,1546446,1095,1000029632,1546946,1547449,1548546,1097,503,1000029611,1544305,503,14245,1547449,0,14245,14247,1548497,14262,1548546,14263,1549594,49,49,0,1544305,1550096,91
242,1000014327,0,2,14316,1551737,14325,1552832,47,0,1000029673,1551737,1552832,1095,1000029674,1553332,1553835,1554932,1097,503,1000029656,1550691,503,14296,1553835,0,14296,14298,1554883,14317,1554932,14318,1555980,49,49,0,1550691,1556482,92
242,1000014331,1,3,14320,1551738,14333,1552833,47,0,1000029679,1551738,1552833,1095,1000029680,1553333,1553836,1554933,1097,503,1000029659,1550692,503,14304,1553836,0,14304,14306,1554884,14321,1554933,14322,1555981,49,49,0,1550692,1556483,91
243,1000014386,0,2,14375,1558124,14384,1559219,47,0,1000029721,1558124,1559219,1095,1000029722,1559719,1560222,1561319,1097,503,1000029704,1557078,503,14355,1560222,0,14355,14357,1561270,14376,1561319,14377,1562367,49,49,0,1557078,1562869,92
243,1000014390,1,3,14379,1558125,14392,1559220,47,0,1000029727,1558125,1559220,1095,1000029728,1559720,1560223,1561320,1097,503,1000029707,1557079,503,14363,1560223,0,14363,14365,1561271,14380,1561320,14381,1562368,49,49,0,1557079,1562870,91
244,1000014445,0,2,14434,1564511,14443,1565606,47,0,1000029769,1564511,1565606,1095,1000029770,1566106,1566609,1567706,1097,503,1000029752,1563465,503,14414,1566609,0,14414,14416,1567657,14435,1567706,14436,1568754,49,49,0,1563465,1569256,92
244,1000014449,1,3,14438,1564512,14451,1565607,47,0,1000029775,1564512,1565607,1095,1000029776,1566107,1566610,1567707,1097,503,1000029755,1563466,503,14422,1566610,0,14422,14424,1567658,14439,1567707,14440,1568755,49,49,0,1563466,1569257,91
245,1000014504,0,2,14493,1570898,14502,1571993,47,0,1000029817,1570898,1571993,1095,1000029818,1572493,1572996,1574093,1097,503,1000029800,1569852,503,14473,1572996,0,14473,14475,1574044,14494,1574093,14495,1575141,49,49,0,1569852,1575643,92
245,1000014508,1,3,14497,1570899,14510,1571994,47,0,1000029823,1570899,1571994,1095,1000029824,1572494,1572997,1574094,1097,503,1000029803,1569853,503,14481,1572997,0,14481,14483,1574045,14498,1574094,14499,1575142,49,49,0,1569853,1575644,91
246,1000014563,0,2,14552,1577285,14561,1578380,47,0,1000029865,1577285,1578380,1095,1000029866,1578880,1579383,1580480,1097,503,1000029848,1576239,503,14532,1579383,0,14532,14534,1580431,14553,1580480,14554,1581528,49,49,0,1576239,1582030,92
246,1000014567,1,3,14556,1577286,14569,1578381,47,0,1000029871,1577286,1578381,1095,1000029872,1578881,1579384,1580481,1097,503,1000029851,1576240,503,14540,1579384,0,14540,14542,1580432,14557,1580481,14558,1581529,49,49,0,1576240,1582031,91
247,1000014622,0,2,14611,1583672,14620,1584767,47,0,1000029913,1583672,1584767,1095,1000029914,1585267,1585770,1586867,1097,503,1000029896,1582626,503,14591,1585770,0,14591,14593,1586818,14612,1586867,14613,1587915,49,49,0,1582626,1588417,92
247,1000014626,1,3,14615,1583673,14628,1584768,47,0,1000029919,1583673,1584768,1095,1000029920,1585268,1585771,1586868,1097,503,1000029899,1582627,503,14599,1585771,0,14599,14601,1586819,14616,1586868,14617,1587916,49,49,0,1582627,1588418,91
248,1000014681,0,2,14670,1590059,14679,1591154,47,0,1000029961,1590059,1591154,1095,1000029962,1591654,1592157,1593254,1097,503,1000029944,1589013,503,14650,1592157,0,14650,14652,1593205,14671,1593254,14672,1594302,49,49,0,1589013,1594804,92
248,1000014685,1,3,14674,1590060,14687,1591155,47,0,1000029967,1590060,1591155,1095,1000029968,1591655,1592158,1593255,1097,503,1000029947,1589014,503,14658,1592158,0,14658,14660,1593206,14675,1593255,14676,1594303,49,49,0,1589014,1594805,91
249,1000014740,0,2,14729,1596446,14738,1597541,47,0,1000030009,1596446,1597541,1095,1000030010,1598041,1598544,1599641,1097,503,1000029992,1595400,503,14709,1598544,0,14709,14711,1599592,14730,1599641,14731,1600689,49,49,0,1595400,1601191,92
249,1000014744,1,3,14733,1596447,14746,1597542,47,0,1000030015,1596447,1597542,1095,1000030016,1598042,1598545,1599642,1097,503,1000029995,1595401,503,14717,1598545,0,14717,14719,1599593,14734,1599642,14735,1600690,49,49,0,1595401,1601192,91
250,1000014799,0,2,14788,1602833,14797,1603928,47,0,1000030057,1602833,1603928,1095,1000030058,1604428,1604931,1606028,1097,503,1000030040,1601787,503,14768,1604931,0,14768,14770,1605979,14789,1606028,14790,1607076,49,49,0,1601787,1607578,92
250,1000014803,1,3,14792,1602834,14805,1603929,47,0,1000030063,1602834,1603929,1095,1000030064,1604429,1604932,1606029,1097,503,1000030043,1601788,503,14776,1604932,0,14776,14778,1605980,14793,1606029,14794,1607077,49,49,0,1601788,1607579,91
251,1000014858,0,2,14847,1609220,14856,1610315,47,0,1000030105,1609220,1610315,1095,1000030106,1610815,1611318,1612415,1097,503,1000030088,1608174,503,14827,1611318,0,14827,14829,1612366,14848,1612415,14849,1613463,49,49,0,1608174,1613965,92
251,1000014862,1,3,14851,1609221,14864,1610316,47,0,1000030111,1609221,1610316,1095,1000030112,1610816,1611319,1612416,1097,503,1000030091,1608175,503,14835,1611319,0,14835,14837,1612367,14852,1612416,14853,1613464,49,49,0,1608175,1613966,91
252,1000014917,0,2,14906,1615607,14915,1616702,47,0,1000030153,1615607,1616702,1095,1000030154,1617202,1617705,1618802,1097,503,1000030136,1614561,503,14886,1617705,0,14886,14888,1618753,14907,1618802,14908,1619850,49,49,0,1614561,1620352,92
252,1000014921,1,3,14910,1615608,14923,1616703,47,0,1000030159,1615608,1616703,1095,1000030160,1617203,1617706,1618803,1097,503,1000030139,1614562,503,14894,1617706,0,14894,14896,1618754,14911,1618803,14912,1619851,49,49,0,1614562,1620353,91
253,1000014976,0,2,14965,1621994,14974,1623089,47,0,1000030201,1621994,1623089,1095,1000030202,1623589,1624092,1625189,1097,503,1000030184,1620948,503,14945,1624092,0,14945,14947,1625140,14966,1625189,14967,1626237,49,49,0,1620948,1626739,92
253,1000014980,1,3,14969,1621995,14982,1623090,47,0,1000030207,1621995,1623090,1095,1000030208,1623590,1624093,1625190,1097,503,1000030187,1620949,503,14953,1624093,0,14953,14955,1625141,14970,1625190,14971,1626238,49,49,0,1620949,1626740,91
254,1000015035,0,2,15024,1628381,15033,1629476,47,0,1000030249,1628381,1629476,1095,1000030250,1629976,1630479,1631576,1097,503,1000030232,1627335,503,15004,1630479,0,15004,15006,1631527,15025,1631576,15026,1632624,49,49,0,1627335,1633126,92
254,1000015039,1,3,15028,1628382,15041,1629477,47,0,1000030255,1628382,1629477,1095,1000030256,1629977,1630480,1631577,1097,503,1000030235,1627336,503,15012,1630480,0,15012,15014,1631528,15029,1631577,15030,1632625,49,49,0,1627336,1633127,91
255,1000015094,0,2,15083,1634768,15092,1635863,47,0,1000030297,1634768,1635863,1095,1000030298,1636363,1636866,1637963,1097,503,1000030280,1633722,503,15063,1636866,0,15063,15065,1637914,15084,1637963,15085,1639011,49,49,0,1633722,1639513,92
255,1000015098,1,3,15087,1634769,15100,1635864,47,0,1000030303,1634769,1635864,1095,1000030304,1636364,1636867,1637964,1097,503,1000030283,1633723,503,15071,1636867,0,15071,15073,1637915,15088,1637964,15089,1639012,49,49,0,1633723,1639514,91
256,1000015153,0,2,15142,1641155,15151,1642250,47,0,1000030345,1641155,1642250,1095,1000030346,1642750,1643253,1644350,1097,503,1000030328,1640109,503,15122,1643253,0,15122,15124,1644301,15143,1644350,15144,1645398,49,49,0,1640109,1645900,92
256,1000015157,1,3,15146,1641156,15159,1642251,47,0,1000030351,1641156,1642251,1095,1000030352,1642751,1643254,1644351,1097,503,1000030331,1640110,503,15130,1643254,0,15130,15132,1644302,15147,1644351,15148,1645399,49,49,0,1640110,1645901,91
257,1000015212,0,2,15201,1647542,15210,1648637,47,0,1000030393,1647542,1648637,1095,1000030394,1649137,1649640,1650737,1097,503,1000030376,1646496,503,15181,1649640,0,15181,15183,1650688,15202,1650737,15203,1651785,49,49,0,1646496,1652287,92
257,1000015216,1,3,15205,1647543,15218,1648638,47,0,1000030399,1647543,1648638,1095,1000030400,1649138,1649641,1650738,1097,503,1000030379,1646497,503,15189,1649641,0,15189,15191,1650689,15206,1650738,15207,1651786,49,49,0,1646497,1652288,91
258,1000015271,0,2,15260,1653929,15269,1655024,47,0,1000030441,1653929,1655024,1095,1000030442,1655524,1656027,1657124,1097,503,1000030424,1652883,503,15240,1656027,0,15240,15242,1657075,15261,1657124,15262,1658172,49,49,0,1652883,1658674,92
258,1000015275,1,3,15264,1653930,15277,1655025,47,0,1000030447,1653930,1655025,1095,1000030448,1655525,1656028,1657125,1097,503,1000030427,1652884,503,15248,1656028,0,15248,15250,1657076,15265,1657125,15266,1658173,49,49,0,1652884,1658675,91
259,1000015330,0,2,15319,1660316,15328,1661411,47,0,1000030489,1660316,1661411,1095,1000030490,1661911,1662414,1663511,1097,503,1000030472,1659270,503,15299,1662414,0,15299,15301,1663462,15320,1663511,15321,1664559,49,49,0,1659270,1665061,92
259,1000015334,1,3,15323,1660317,15336,1661412,47,0,1000030495,1660317,1661412,1095,1000030496,1661912,1662415,1663512,1097,503,1000030475,1659271,503,15307,1662415,0,15307,15309,1663463,15324,1663512,15325,1664560,49,49,0,1659271,1665062,91
260,1000015389,0,2,15378,1666703,15387,1667798,47,0,1000030537,1666703,1667798,1095,1000030538,1668298,1668801,1669898,1097,503,1000030520,1665657,503,15358,1668801,0,15358,15360,1669849,15379,1669898,15380,1670946,49,49,0,1665657,1671448,92
260,1000015393,1,3,15382,1666704,15395,1667799,47,0,1000030543,1666704,1667799,1095,1000030544,1668299,1668802,1669899,1097,503,1000030523,1665658,503,15366,1668802,0,15366,15368,1669850,15383,1669899,15384,1670947,49,49,0,1665658,1671449,91
261,1000015448,0,2,15437,1673090,15446,1674185,47,0,1000030585,1673090,1674185,1095,1000030586,1674685,1675188,1676285,1097,503,1000030568,1672044,503,15417,1675188,0,15417,15419,1676236,15438,1676285,15439,1677333,49,49,0,1672044,1677835,92
261,1000015452,1,3,15441,1673091,15454,1674186,47,0,1000030591,1673091,1674186,1095,1000030592,1674686,1675189,1676286,1097,503,1000030571,1672045,503,15425,1675189,0,15425,15427,1676237,15442,1676286,15443,1677334,49,49,0,1672045,1677836,91
262,1000015507,0,2,15496,1679477,15505,1680572,47,0,1000030633,1679477,1680572,1095,1000030634,1681072,1681575,1682672,1097,503,1000030616,1678431,503,15476,1681575,0,15476,15478,1682623,15497,1682672,15498,1683720,49,49,0,1678431,1684222,92
262,1000015511,1,3,15500,1679478,15513,1680573,47,0,1000030639,1679478,1680573,1095,1000030640,1681073,1681576,1682673,1097,503,1000030619,1678432,503,15484,1681576,0,15484,15486,1682624,15501,1682673,15502,1683721,49,49,0,1678432,1684223,91
263,1000015566,0,2,15555,1685864,15564,1686959,47,0,1000030681,1685864,1686959,1095,1000030682,1687459,1687962,1689059,1097,503,1000030664,1684818,503,15535,1687962,0,15535,15537,1689010,15556,1689059,15557,1690107,49,49,0,1684818,1690609,92
263,1000015570,1,3,15559,1685865,15572,1686960,47,0,1000030687,1685865,1686960,1095,1000030688,1687460,1687963,1689060,1097,503,1000030667,1684819,503,15543,1687963,0,15543,15545,1689011,15560,1689060,15561,1690108,49,49,0,1684819,1690610,91
264,1000015625,0,2,15614,1692251,15623,1693346,47,0,1000030729,1692251,1693346,1095,1000030730,1693846,1694349,1695446,1097,503,1000030712,1691205,503,15594,1694349,0,15594,15596,1695397,15615,1695446,15616,1696494,49,49,0,1691205,1696996,92
264,1000015629,1,3,15618,1692252,15631,1693347,47,0,1000030735,1692252,1693347,1095,1000030736,1693847,1694350,1695447,1097,503,1000030715,1691206,503,15602,1694350,0,15602,15604,1695398,15619,1695447,15620,1696495,49,49,0,1691206,1696997,91
265,1000015684,0,2,15673,1698638,15682,1699733,47,0,1000030777,1698638,1699733,1095,1000030778,1700233,1700736,1701833,1097,503,1000030760,1697592,503,15653,1700736,0,15653,15655,1701784,15674,1701833,15675,1702881,49,49,0,1697592,1703383,92
265,1000015688,1,3,15677,1698639,15690,1699734,47,0,1000030783,1698639,1699734,1095,1000030784,1700234,1700737,1701834,1097,503,1000030763,1697593,503,15661,1700737,0,15661,15663,1701785,15678,1701834,15679,1702882,49,49,0,1697593,1703384,91
266,1000015743,0,2,15732,1705025,15741,1706120,47,0,1000030825,1705025,1706120,1095,1000030826,1706620,1707123,1708220,1097,503,1000030808,1703979,503,15712,1707123,0,15712,15714,1708171,15733,1708220,15734,1709268,49,49,0,1703979,1709770,92
266,1000015747,1,3,15736,1705026,15749,1706121,47,0,1000030831,1705026,1706121,1095,1000030832,1706621,1707124,1708221,1097,503,1000030811,1703980,503,15720,1707124,0,15720,15722,1708172,15737,1708221,15738,1709269,49,49,0,1703980,1709771,91
267,1000015802,0,2,15791,1711412,15800,1712507,47,0,1000030873,1711412,1712507,1095,1000030874,1713007,1713510,1714607,1097,503,1000030856,1710366,503,15771,1713510,0,15771,15773,1714558,15792,1714607,15793,1715655,49,49,0,1710366,1716157,92
267,1000015806,1,3,15795,1711413,15808,1712508,47,0,1000030879,1711413,1712508,1095,1000030880,1713008,1713511,1714608,1097,503,1000030859,1710367,503,15779,1713511,0,15779,15781,1714559,15796,1714608,15797,1715656,49,49,0,1710367,1716158,91
268,1000015861,0,2,15850,1717799,15859,1718894,47,0,1000030921,1717799,1718894,1095,1000030922,1719394,1719897,1720994,1097,503,1000030904,1716753,503,15830,1719897,0,15830,15832,1720945,15851,1720994,15852,1722042,49,49,0,1716753,1722544,92
268,1000015865,1,3,15854,1717800,15867,1718895,47,0,1000030927,1717800,1718895,1095,1000030928,1719395,1719898,1720995,1097,503,1000030907,1716754,503,15838,1719898,0,15838,15840,1720946,15855,1720995,15856,1722043,49,49,0,1716754,1722545,91
269,1000015920,0,2,15909,1724186,15918,1725281,47,0,1000030969,1724186,1725281,1095,1000030970,1725781,1726284,1727381,1097,503,1000030952,1723140,503,15889,1726284,0,15889,15891,1727332,15910,1727381,15911,1728429,49,49,0,1723140,1728931,92
269,1000015924,1,3,15913,1724187,15926,1725282,47,0,1000030975,1724187,1725282,1095,1000030976,1725782,1726285,1727382,1097,503,1000030955,1723141,503,15897,1726285,0,15897,15899,1727333,15914,1727382,15915,1728430,49,49,0,1723141,1728932,91
270,1000015979,0,2,15968,1730573,15977,1731668,47,0,1000031017,1730573,1731668,1095,1000031018,1732168,1732671,1733768,1097,503,1000031000,1729527,503,15948,1732671,0,15948,15950,1733719,15969,1733768,15970,1734816,49,49,0,1729527,1735318,92
270,1000015983,1,3,15972,1730574,15985,1731669,47,0,1000031023,1730574,1731669,1095,1000031024,1732169,1732672,1733769,1097,503,1000031003,1729528,503,15956,1732672,0,15956,15958,1733720,15973,1733769,15974,1734817,49,49,0,1729528,1735319,91
271,1000016038,0,2,16027,1736960,16036,1738055,47,0,1000031065,1736960,1738055,1095,1000031066,1738555,1739058,1740155,1097,503,1000031048,1735914,503,16007,1739058,0,16007,16009,1740106,16028,1740155,16029,1741203,49,49,0,1735914,1741705,92
271,1000016042,1,3,16031,1736961,16044,1738056,47,0,1000031071,1736961,1738056,1095,1000031072,1738556,1739059,1740156,1097,503,1000031051,1735915,503,16015,1739059,0,16015,16017,1740107,16032,1740156,16033,1741204,49,49,0,1735915,1741706,91
272,1000016097,0,2,16086,1743347,16095,1744442,47,0,1000031113,1743347,1744442,1095,1000031114,1744942,1745445,1746542,1097,503,1000031096,1742301,503,16066,1745445,0,16066,16068,1746493,16087,1746542,16088,1747590,49,49,0,1742301,1748092,92
272,1000016101,1,3,16090,1743348,16103,1744443,47,0,1000031119,1743348,1744443,1095,1000031120,1744943,1745446,1746543,1097,503,1000031099,1742302,503,16074,1745446,0,16074,16076,1746494,16091,1746543,16092,1747591,49,49,0,1742302,1748093,91
273,1000016156,0,2,16145,1749734,16154,1750829,47,0,1000031161,1749734,1750829,1095,1000031162,1751329,1751832,1752929,1097,503,1000031144,1748688,503,16125,1751832,0,16125,16127,1752880,16146,1752929,16147,1753977,49,49,0,1748688,1754479,92
273,1000016160,1,3,16149,1749735,16162,1750830,47,0,1000031167,1749735,1750830,1095,1000031168,1751330,1751833,1752930,1097,503,1000031147,1748689,503,16133,1751833,0,16133,16135,1752881,16150,1752930,16151,1753978,49,49,0,1748689,1754480,91
274,1000016215,0,2,16204,1756121,16213,1757216,47,0,1000031209,1756121,1757216,1095,1000031210,1757716,1758219,1759316,1097,503,1000031192,1755075,503,16184,1758219,0,16184,16186,1759267,16205,1759316,16206,1760364,49,49,0,1755075,1760866,92
274,1000016219,1,3,16208,1756122,16221,1757217,47,0,1000031215,1756122,1757217,1095,1000031216,1757717,1758220,1759317,1097,503,1000031195,1755076,503,16192,1758220,0,16192,16194,1759268,16209,1759317,16210,1760365,49,49,0,1755076,1760867,91
275,1000016274,0,2,16263,1762508,16272,1763603,47,0,1000031257,1762508,1763603,1095,1000031258,1764103,1764606,1765703,1097,503,1000031240,1761462,503,16243,1764606,0,16243,16245,1765654,16264,1765703,16265,1766751,49,49,0,1761462,1767253,92
275,1000016278,1,3,16267,1762509,16280,1763604,47,0,1000031263,1762509,1763604,1095,1000031264,1764104,1764607,1765704,1097,503,1000031243,1761463,503,16251,1764607,0,16251,16253,1765655,16268,1765704,16269,1766752,49,49,0,1761463,1767254,91
276,1000016333,0,2,16322,1768895,16331,1769990,47,0,1000031305,1768895,1769990,1095,1000031306,1770490,1770993,1772090,1097,503,1000031288,1767849,503,16302,1770993,0,16302,16304,1772041,16323,1772090,16324,1773138,49,49,0,1767849,1773640,92
276,1000016337,1,3,16326,1768896,16339,1769991,47,0,1000031311,1768896,1769991,1095,1000031312,1770491,1770994,1772091,1097,503,1000031291,1767850,503,16310,1770994,0,16310,16312,1772042,16327,1772091,16328,1773139,49,49,0,1767850,1773641,91
277,1000016392,0,2,16381,1775282,16390,1776377,47,0,1000031353,1775282,1776377,1095,1000031354,1776877,1777380,1778477,1097,503,1000031336,1774236,503,16361,1777380,0,16361,16363,1778428,16382,1778477,16383,1779525,49,49,0,1774236,1780027,92
277,1000016396,1,3,16385,1775283,16398,1776378,47,0,1000031359,1775283,1776378,1095,1000031360,1776878,1777381,1778478,1097,503,1000031339,1774237,503,16369,1777381,0,16369,16371,1778429,16386,1778478,16387,1779526,49,49,0,1774237,1780028,91
278,1000016451,0,2,16440,1781669,16449,1782764,47,0,1000031401,1781669,1782764,1095,1000031402,1783264,1783767,1784864,1097,503,1000031384,1780623,503,16420,1783767,0,16420,16422,1784815,16441,1784864,16442,1785912,49,49,0,1780623,1786414,92
278,1000016455,1,3,16444,1781670,16457,1782765,47,0,1000031407,1781670,1782765,1095,1000031408,1783265,1783768,1784865,1097,503,1000031387,1780624,503,16428,1783768,0,16428,16430,1784816,16445,1784865,16446,1785913,49,49,0,1780624,1786415,91
279,1000016510,0,2,16499,1788056,16508,1789151,47,0,1000031449,1788056,1789151,1095,1000031450,1789651,1790154,1791251,1097,503,1000031432,1787010,503,16479,1790154,0,16479,16481,1791202,16500,1791251,16501,1792299,49,49,0,1787010,1792801,92
279,1000016514,1,3,16503,1788057,16516,1789152,47,0,1000031455,1788057,1789152,1095,1000031456,1789652,1790155,1791252,1097,503,1000031435,1787011,503,16487,1790155,0,16487,16489,1791203,16504,1791252,16505,1792300,49,49,0,1787011,1792802,91
280,1000016569,0,2,16558,1794443,16567,1795538,47,0,1000031497,1794443,1795538,1095,1000031498,1796038,1796541,1797638,1097,503,1000031480,1793397,503,16538,1796541,0,16538,16540,1797589,16559,1797638,16560,1798686,49,49,0,1793397,1799188,92
280,1000016573,1,3,16562,1794444,16575,1795539,47,0,1000031503,1794444,1795539,1095,1000031504,1796039,1796542,1797639,1097,503,1000031483,1793398,503,16546,1796542,0,16546,16548,1797590,16563,1797639,16564,1798687,49,49,0,1793398,1799189,91
281,1000016628,0,2,16617,1800830,16626,1801925,47,0,1000031545,1800830,1801925,1095,1000031546,1802425,1802928,1804025,1097,503,1000031528,1799784,503,16597,1802928,0,16597,16599,1803976,16618,1804025,16619,1805073,49,49,0,1799784,1805575,92
281,1000016632,1,3,16621,1800831,16634,1801926,47,0,1000031551,1800831,1801926,1095,1000031552,1802426,1802929,1804026,1097,503,1000031531,1799785,503,16605,1802929,0,16605,16607,1803977,16622,1804026,16623,1805074,49,49,0,1799785,1805576,91
282,1000016687,0,2,16676,1807217,16685,1808312,47,0,1000031593,1807217,1808312,1095,1000031594,1808812,1809315,1810412,1097,503,1000031576,1806171,503,16656,1809315,0,16656,16658,1810363,16677,1810412,16678,1811460,49,49,0,1806171,1811962,92
282,1000016691,1,3,16680,1807218,16693,1808313,47,0,1000031599,1807218,1808313,1095,1000031600,1808813,1809316,1810413,1097,503,1000031579,1806172,503,16664,1809316,0,16664,16666,1810364,16681,1810413,16682,1811461,49,49,0,1806172,1811963,91
283,1000016746,0,2,16735,1813604,16744,1814699,47,0,1000031641,1813604,1814699,1095,1000031642,1815199,1815702,1816799,1097,503,1000031624,1812558,503,16715,1815702,0,16715,16717,1816750,16736,1816799,16737,1817847,49,49,0,1812558,1818349,92
283,1000016750,1,3,16739,1813605,16752,1814700,47,0,1000031647,1813605,1814700,1095,1000031648,1815200,1815703,1816800,1097,503,1000031627,1812559,503,16723,1815703,0,16723,16725,1816751,16740,1816800,16741,1817848,49,49,0,1812559,1818350,91
